;Project;LongName;Name;AD;CD;TCD;CLOC;TCLOC;PDA;TPDA;LLOC;LOC;TLOC;NG;TLLOC;TNA;TNG;TNM;TNOS;TNPM;NCL;ReuseRate
1193;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.naming;naming;0.5960260000000001;0.5759350000000001;0.5759350000000001;986;986;90;90;726;1947;1947;37;726;13;37;130;177;120;12;73
1194;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.process;process;0.0;0.916667;0.231924;11;170;0;12;1;14;854;0;563;11;12;46;189;36;0;0
1195;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.relational;relational;0.267857;0.297011;0.297011;308;308;30;30;729;1216;1216;31;729;37;31;99;241;91;15;66
1196;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.source;source;0.0;0.0;0.189993;0;3406;0;336;0;0;20869;0;14521;475;954;1709;3831;1530;0;0
1197;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.classloading;classloading;0.0;0.0;0.268333;0;161;0;15;0;0;683;0;439;17;2;43;178;32;0;0
1198;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.internal;internal;0.391304;0.32;0.32;120;120;9;9;255;426;426;2;255;9;2;22;69;21;2;5
1199;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.selector;selector;0.75;0.653543;0.326425;83;315;9;27;44;143;1078;7;650;9;9;44;168;34;1;0
1200;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.internal;internal;0.0;0.9;0.10303499999999999;9;482;0;27;1;12;5348;0;4196;64;26;276;1404;121;0;0
1201;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.spi;spi;0.576271;0.639262;0.39325;381;501;34;47;215;705;1502;6;773;53;28;121;226;112;5;0
1202;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.internal.bytebuddy;bytebuddy;0.12121199999999999;0.16755799999999998;0.16755799999999998;94;94;4;4;467;663;663;11;467;26;11;34;137;29;10;0
1203;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.internal.javassist;javassist;0.744681;0.31860700000000003;0.31860700000000003;375;375;35;35;802;1309;1309;20;802;34;20;61;354;45;12;1
1204;org.hibernate/hibernate-entitymanager;org.hibernate.cache.cfg.internal;internal;0.212121;0.184375;0.184375;59;59;7;7;261;390;390;11;261;18;11;31;62;27;6;0
1205;org.hibernate/hibernate-entitymanager;org.hibernate.cache.cfg.spi;spi;1.0;0.742857;0.742857;130;130;20;20;45;205;205;11;45;0;11;14;0;14;0;0
1206;org.hibernate/hibernate-entitymanager;org.hibernate.cache.spi.access;access;0.974359;0.780776;0.780776;463;463;38;38;130;652;652;6;130;5;6;33;12;32;1;72
1207;org.hibernate/hibernate-entitymanager;org.hibernate.cache.spi.entry;entry;0.55814;0.45330699999999996;0.45330699999999996;233;233;24;24;281;596;596;12;281;12;12;39;77;34;7;11
1208;org.hibernate/hibernate-entitymanager;org.hibernate.cache.spi.support;support;0.27619;0.214013;0.214013;504;504;58;58;1851;2733;2733;43;1851;53;43;227;432;175;31;0
1209;org.hibernate/hibernate-entitymanager;org.hibernate.cfg.annotations.reflection;reflection;0.21568600000000002;0.0798621;0.0798621;278;278;11;11;3203;3741;3741;78;3203;41;78;163;1805;44;7;1
1210;org.hibernate/hibernate-entitymanager;org.hibernate.engine.config.internal;internal;0.272727;0.28057600000000005;0.28057600000000005;39;39;3;3;100;165;165;5;100;4;5;9;29;9;2;2
1211;org.hibernate/hibernate-entitymanager;org.hibernate.engine.config.spi;spi;1.0;0.705036;0.705036;98;98;9;9;41;158;158;4;41;2;4;9;6;8;3;19
1212;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.batch;batch;0.0;0.0;0.360223;0;259;0;26;0;0;829;0;460;24;17;56;150;38;0;0
1213;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.connections;connections;0.0;0.0;0.24711999999999998;0;429;0;32;0;0;2014;0;1307;63;20;119;458;89;0;0
1214;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.cursor;cursor;0.0;0.0;0.336667;0;101;0;9;0;0;337;0;199;5;7;15;55;12;0;0
1215;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.dialect;dialect;0.0;0.0;0.465082;0;313;0;28;0;0;775;0;360;18;15;41;93;36;0;0
1216;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.env;env;0.0;0.0;0.261388;0;614;0;62;0;0;2699;0;1735;88;39;171;713;151;0;0
1217;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.internal;internal;0.280488;0.166574;0.166574;300;300;23;23;1501;2064;2064;22;1501;70;22;137;586;86;20;19
1218;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.spi;spi;0.794872;0.5615020000000001;0.5615020000000001;703;703;93;93;549;1415;1415;27;549;32;27;103;123;99;7;68
1219;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jndi.internal;internal;0.4;0.208661;0.208661;53;53;4;4;201;284;284;1;201;3;1;12;78;8;2;2
1220;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jndi.spi;spi;1.0;0.814815;0.814815;44;44;5;5;10;63;63;0;10;0;0;4;0;4;0;12
1221;org.hibernate/hibernate-entitymanager;org.hibernate.engine.loading.internal;internal;0.6153850000000001;0.346667;0.346667;260;260;16;16;490;837;837;12;490;17;12;34;211;22;4;3
1222;org.hibernate/hibernate-entitymanager;org.hibernate.engine.query.internal;internal;0.25;0.204545;0.204545;9;9;1;1;35;51;51;1;35;1;1;3;5;3;1;1
1223;org.hibernate/hibernate-entitymanager;org.hibernate.engine.query.spi;spi;0.49462399999999995;0.25513;0.27100799999999997;460;645;46;66;1343;2060;2728;37;1735;82;52;152;693;127;19;0
1224;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.internal;internal;0.136364;0.18581099999999998;0.334052;55;155;3;16;241;350;534;3;309;8;5;34;109;31;3;0
1225;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.jta;jta;0.0;0.0;0.31391399999999997;0;458;0;42;0;0;1731;0;1001;61;24;120;245;69;0;0
1226;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.spi;spi;1.0;0.768293;0.768293;126;126;15;15;38;184;184;0;38;3;0;10;0;10;0;15
1227;org.hibernate/hibernate-entitymanager;org.hibernate.event.service.internal;internal;0.13333299999999998;0.120499;0.120499;87;87;2;2;635;832;832;6;635;12;6;45;169;29;5;2
1228;org.hibernate/hibernate-entitymanager;org.hibernate.event.service.spi;spi;0.366667;0.62585;0.62585;92;92;11;11;55;179;179;3;55;3;3;24;2;24;1;44
1229;org.hibernate/hibernate-entitymanager;org.hibernate.hql.internal.ast;ast;0.329268;0.214745;0.24709699999999998;801;3660;54;279;2929;4202;16831;65;11152;324;346;1098;4615;787;22;0
1230;org.hibernate/hibernate-entitymanager;org.hibernate.hql.internal.classic;classic;0.196262;0.132272;0.132272;432;432;21;21;2834;3746;3746;62;2834;146;62;210;1259;94;20;4
1231;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id;id;0.307692;0.217861;0.21112399999999998;222;725;16;47;797;1192;4003;24;2709;86;41;216;807;129;8;0
1232;org.hibernate/hibernate-entitymanager;org.hibernate.id.factory.internal;internal;0.272727;0.231638;0.231638;41;41;3;3;136;197;197;3;136;5;3;9;45;9;2;2
1233;org.hibernate/hibernate-entitymanager;org.hibernate.id.factory.spi;spi;0.5;0.647059;0.647059;11;11;1;1;6;20;20;0;6;0;0;1;0;1;0;5
1234;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.beans;beans;0.13333299999999998;0.196429;0.196429;22;22;2;2;90;130;130;0;90;2;0;11;28;11;2;1
1235;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.collections;collections;0.459459;0.35082800000000003;0.35082800000000003;1758;1758;85;85;3253;5631;5631;11;3253;151;11;392;1627;284;47;49
1236;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.compare;compare;0.5;0.397436;0.397436;31;31;3;3;47;92;92;0;47;3;0;4;14;3;3;21
1237;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.config;config;0.833333;0.42094;0.42094;197;197;20;20;271;508;508;9;271;1;9;24;143;22;2;29
1238;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.io;io;0.5;0.266667;0.266667;12;12;1;1;33;51;51;0;33;2;0;2;13;1;1;0
1239;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.jndi;jndi;0.75;0.36;0.36;27;27;3;3;48;84;84;1;48;0;1;4;16;3;1;0
1240;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.type;type;0.0625;0.0710901;0.0710901;15;15;2;2;196;269;269;20;196;8;20;31;65;22;9;0
1241;org.hibernate/hibernate-entitymanager;org.hibernate.internal.util.xml;xml;0.46875;0.341204;0.341204;289;289;30;30;558;984;984;15;558;19;15;61;205;51;13;6
1242;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.boot.internal;internal;0.197674;0.174242;0.174242;299;299;17;17;1417;2002;2002;39;1417;44;39;130;547;90;11;8
1243;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.boot.spi;spi;0.511628;0.533333;0.533333;192;192;22;22;168;424;424;25;168;1;25;40;28;36;2;7
1244;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.event.internal;internal;0.136364;0.14242;0.14242;93;93;3;3;560;741;741;2;560;17;2;33;231;24;6;3
1245;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.event.spi;spi;0.576923;0.623656;0.609524;116;128;15;17;70;218;246;2;82;8;2;23;3;22;0;0
1246;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.graph.internal;internal;0.0634921;0.0840841;0.0840841;56;56;4;4;610;788;788;15;610;13;15;81;182;59;4;3
1247;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.internal.enhance;enhance;0.333333;0.276596;0.276596;13;13;1;1;34;57;57;1;34;1;1;3;6;3;2;1
1248;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.internal.util;util;0.410714;0.25854099999999997;0.25854099999999997;280;280;23;23;803;1223;1223;23;803;15;23;62;338;44;16;6
1249;org.hibernate/hibernate-entitymanager;org.hibernate.loader.collection.plan;plan;0.294118;0.209091;0.209091;69;69;5;5;261;384;384;5;261;12;5;23;67;14;7;0
1250;org.hibernate/hibernate-entitymanager;org.hibernate.loader.custom.sql;sql;0.121951;0.237641;0.237641;274;274;5;5;879;1320;1320;24;879;35;24;80;343;59;9;4
1251;org.hibernate/hibernate-entitymanager;org.hibernate.loader.entity.plan;plan;0.230769;0.14018699999999998;0.14018699999999998;90;90;6;6;552;722;722;5;552;17;5;36;146;19;7;0
1252;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.build;build;0.0;0.0;0.303036;0;1517;0;103;0;0;5730;0;3489;111;93;360;888;266;0;0
1253;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec;exec;0.0;0.9;0.28579699999999997;9;1475;0;99;1;12;5891;0;3686;107;107;322;1099;184;0;0
1254;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.spi;spi;0.977273;0.8089649999999999;0.8089649999999999;758;758;86;86;179;1059;1059;43;179;6;43;60;3;59;1;75
1255;org.hibernate/hibernate-entitymanager;org.hibernate.metamodel.model.convert;convert;0.0;0.933333;0.3207;14;110;0;9;1;17;416;0;233;9;14;37;64;36;0;0
1256;org.hibernate/hibernate-entitymanager;org.hibernate.metamodel.model.domain;domain;0.08333330000000001;0.16092;0.16092;14;14;1;1;73;105;105;3;73;4;3;11;27;11;1;0
1257;org.hibernate/hibernate-entitymanager;org.hibernate.persister.walking.internal;internal;0.4;0.129952;0.129952;82;82;8;8;549;727;727;40;549;12;40;75;143;66;15;5
1258;org.hibernate/hibernate-entitymanager;org.hibernate.persister.walking.spi;spi;0.602151;0.576923;0.576923;510;510;56;56;374;1029;1029;30;374;11;30;86;115;74;3;38
1259;org.hibernate/hibernate-entitymanager;org.hibernate.property.access.internal;internal;0.271429;0.250227;0.250227;276;276;19;19;827;1320;1320;62;827;50;62;114;185;101;33;13
1260;org.hibernate/hibernate-entitymanager;org.hibernate.property.access.spi;spi;0.434783;0.322421;0.322421;325;325;30;30;683;1155;1155;31;683;48;31;74;159;54;14;34
1261;org.hibernate/hibernate-entitymanager;org.hibernate.proxy.pojo.bytebuddy;bytebuddy;0.0909091;0.057142899999999996;0.057142899999999996;22;22;1;1;363;456;456;11;363;20;11;23;94;8;3;1
1262;org.hibernate/hibernate-entitymanager;org.hibernate.proxy.pojo.javassist;javassist;0.333333;0.10256400000000002;0.10256400000000002;44;44;4;4;385;497;497;12;385;21;12;27;108;9;4;6
1263;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal;internal;0.21827399999999997;0.170226;0.185764;542;1926;86;221;2642;3768;12146;41;8442;218;243;1183;2366;1038;33;0
1264;org.hibernate/hibernate-entitymanager;org.hibernate.query.procedure.internal;internal;0.0784314;0.0956938;0.0956938;60;60;4;4;567;730;730;23;567;15;23;50;185;48;3;1
1265;org.hibernate/hibernate-entitymanager;org.hibernate.query.procedure.spi;spi;1.0;0.645161;0.645161;20;20;2;2;11;37;37;0;11;0;0;0;0;0;0;4
1266;org.hibernate/hibernate-entitymanager;org.hibernate.resource.beans.container;container;0.0;0.9;0.195581;9;239;0;22;1;12;1439;0;983;56;24;94;264;60;0;0
1267;org.hibernate/hibernate-entitymanager;org.hibernate.resource.beans.internal;internal;0.2;0.209486;0.209486;53;53;4;4;200;303;303;6;200;8;6;21;46;18;4;0
1268;org.hibernate/hibernate-entitymanager;org.hibernate.resource.beans.spi;spi;0.666667;0.429204;0.429204;97;97;12;12;129;262;262;8;129;2;8;16;41;13;2;0
1269;org.hibernate/hibernate-entitymanager;org.hibernate.resource.jdbc.internal;internal;0.0740741;0.0766332;0.0766332;61;61;4;4;735;941;941;10;735;24;10;70;292;50;4;1
1270;org.hibernate/hibernate-entitymanager;org.hibernate.resource.jdbc.spi;spi;0.45283;0.55988;0.55988;187;187;24;24;147;399;399;17;147;6;17;47;20;46;0;25
1271;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend;backend;0.0;0.0;0.25658200000000003;0;497;0;43;0;0;2269;0;1440;56;25;149;484;126;0;0
1272;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.internal;internal;0.333333;0.254658;0.254658;41;41;3;3;120;188;188;2;120;4;2;8;37;7;2;7
1273;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.spi;spi;0.649123;0.680288;0.680288;283;283;37;37;133;483;483;12;133;9;12;48;14;48;0;55
1274;org.hibernate/hibernate-entitymanager;org.hibernate.sql.ordering.antlr;antlr;0.68;0.41908199999999995;0.41908199999999995;347;347;34;34;481;949;949;18;481;16;18;48;184;30;12;2
1275;org.hibernate/hibernate-entitymanager;org.hibernate.tool.instrument.javassist;javassist;0.5;0.6875;0.6875;22;22;1;1;10;35;35;0;10;0;0;1;1;1;1;0
1276;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.extract;extract;0.0;0.9;0.27365;9;593;0;68;1;12;2490;0;1574;52;90;158;487;139;0;0
1277;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.internal;internal;0.259615;0.10828399999999999;0.14413800000000002;349;611;27;54;2874;3686;4881;58;3628;91;70;256;1075;194;36;0
1278;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.spi;spi;0.7313430000000001;0.456158;0.456158;463;463;49;49;552;1151;1151;40;552;8;40;72;98;68;11;45
1279;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.converter;converter;0.333333;0.251029;0.251029;61;61;5;5;182;290;290;8;182;13;8;20;50;17;5;6
1280;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.java;java;0.18599000000000002;0.180527;0.18240499999999998;877;904;77;79;3981;5602;5729;24;4052;78;25;379;1723;350;65;0
1281;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.spi;spi;1.0;0.666667;0.666667;38;38;6;6;19;65;65;3;19;0;3;5;4;5;0;0
1282;org.hibernate/hibernate-entitymanager;org.hibernate.type.descriptor.sql;sql;0.263158;0.22195700000000002;0.22431399999999999;558;572;45;46;1956;2924;2968;92;1978;66;93;281;482;151;92;0
1283;org.hibernate/hibernate-entitymanager;org.hibernate.boot.archive.scan.internal;internal;0.225;0.310174;0.310174;125;125;9;9;278;480;480;10;278;21;10;34;76;31;9;6
1284;org.hibernate/hibernate-entitymanager;org.hibernate.boot.archive.scan.spi;spi;0.690476;0.506469;0.506469;274;274;29;29;267;624;624;14;267;14;14;36;70;29;6;15
1285;org.hibernate/hibernate-entitymanager;org.hibernate.boot.jaxb.hbm.internal;internal;0.25;0.377104;0.377104;112;112;9;9;185;358;358;2;185;4;2;27;53;26;10;1
1286;org.hibernate/hibernate-entitymanager;org.hibernate.boot.jaxb.hbm.spi;spi;0.215054;0.5391060000000001;0.5391060000000001;193;193;20;20;165;459;459;68;165;0;68;78;10;78;2;73
1287;org.hibernate/hibernate-entitymanager;org.hibernate.boot.jaxb.internal.stax;stax;0.333333;0.228758;0.228758;245;245;20;20;826;1250;1250;11;826;39;11;74;298;47;12;3
1288;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.convert.internal;internal;0.22222199999999998;0.157371;0.157371;79;79;6;6;423;596;596;11;423;14;11;34;105;22;6;0
1289;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.convert.spi;spi;0.529412;0.642105;0.642105;61;61;9;9;34;113;113;9;34;0;9;13;0;13;0;0
1290;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.process.internal;internal;0.2;0.125382;0.125382;41;41;2;2;286;378;378;5;286;8;5;16;94;8;2;1
1291;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.process.spi;spi;1.0;0.299492;0.299492;118;118;10;10;276;462;462;7;276;3;7;30;95;28;3;2
1292;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.source.internal;internal;0.0625;0.10204099999999999;0.100371;25;1517;2;96;220;281;17572;9;13597;421;750;1402;3730;1234;2;0
1293;org.hibernate/hibernate-entitymanager;org.hibernate.boot.model.source.spi;spi;0.620155;0.671525;0.671525;1889;1889;240;240;924;3297;3297;204;924;54;204;307;101;296;6;85
1294;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.classloading.internal;internal;0.428571;0.15876300000000002;0.15876300000000002;77;77;6;6;408;552;552;2;408;17;2;33;176;22;7;3
1295;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.classloading.spi;spi;0.692308;0.7304350000000001;0.7304350000000001;84;84;9;9;31;131;131;0;31;0;0;10;2;10;1;80
1296;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.selector.internal;internal;0.4;0.10280399999999999;0.10280399999999999;66;66;6;6;576;719;719;1;576;6;1;23;159;13;2;2
1297;org.hibernate/hibernate-entitymanager;org.hibernate.boot.registry.selector.spi;spi;0.8;0.8469389999999999;0.8469389999999999;166;166;12;12;30;216;216;1;30;0;1;12;2;12;1;19
1298;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.internal.bytebuddy;bytebuddy;0.666667;0.0640905;0.0640905;136;136;2;2;1986;2410;2410;7;1986;34;7;133;603;34;48;1
1299;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.internal.javassist;javassist;0.31666700000000003;0.11215;0.11215;252;252;19;19;1995;2564;2564;17;1995;21;17;114;703;58;17;1
1300;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.internal.tracker;tracker;0.171429;0.284281;0.284281;85;85;6;6;214;362;362;2;214;9;2;29;98;29;5;5
1301;org.hibernate/hibernate-entitymanager;org.hibernate.bytecode.enhance.spi.interceptor;interceptor;0.224138;0.176991;0.176991;120;120;13;13;558;797;797;22;558;21;22;70;196;62;5;15
1302;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.batch.internal;internal;0.323529;0.25517199999999995;0.25517199999999995;148;148;11;11;432;670;670;13;432;24;13;45;150;27;6;2
1303;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.batch.spi;spi;1.0;0.798561;0.798561;111;111;15;15;28;159;159;4;28;0;4;11;0;11;0;9
1304;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.connections.internal;internal;0.227273;0.172466;0.172466;228;228;15;15;1094;1544;1544;12;1094;58;12;85;403;62;16;6
1305;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.connections.spi;spi;0.515152;0.48550699999999997;0.48550699999999997;201;201;17;17;213;470;470;8;213;5;8;34;55;27;3;56
1306;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.cursor.internal;internal;0.4;0.20339000000000002;0.20339000000000002;48;48;4;4;188;264;264;5;188;5;5;11;55;8;2;2
1307;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.cursor.spi;spi;1.0;0.828125;0.828125;53;53;5;5;11;73;73;2;11;0;2;4;0;4;0;4
1308;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.dialect.internal;internal;0.42105299999999996;0.33119;0.33119;103;103;8;8;208;361;361;2;208;8;2;18;60;14;5;4
1309;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.dialect.spi;spi;0.714286;0.58011;0.58011;210;210;20;20;152;414;414;13;152;10;13;23;33;22;4;15
1310;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.env.internal;internal;0.14285699999999998;0.123278;0.123278;170;170;13;13;1209;1620;1620;20;1209;67;20;109;411;91;19;4
1311;org.hibernate/hibernate-entitymanager;org.hibernate.engine.jdbc.env.spi;spi;0.690141;0.45773199999999997;0.45773199999999997;444;444;49;49;526;1079;1079;19;526;21;19;62;302;60;2;42
1312;org.hibernate/hibernate-entitymanager;org.hibernate.engine.query.spi.sql;sql;0.416667;0.32062399999999996;0.32062399999999996;185;185;20;20;392;668;668;15;392;21;15;46;159;40;8;30
1313;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.internal.jta;jta;1.0;0.595238;0.595238;100;100;13;13;68;184;184;2;68;0;2;13;23;12;1;7
1314;org.hibernate/hibernate-entitymanager;org.hibernate.engine.transaction.jta.platform;platform;0.0;0.0;0.31391399999999997;0;458;0;42;0;0;1731;0;1001;61;24;120;245;69;0;0
1315;org.hibernate/hibernate-entitymanager;org.hibernate.hql.internal.ast.exec;exec;0.333333;0.21543400000000001;0.21543400000000001;67;67;6;6;244;359;359;4;244;8;4;14;79;13;4;1
1316;org.hibernate/hibernate-entitymanager;org.hibernate.hql.internal.ast.tree;tree;0.292636;0.24100700000000003;0.24100700000000003;2077;2077;151;151;6541;9875;9875;254;6541;200;254;694;2752;508;74;24
1317;org.hibernate/hibernate-entitymanager;org.hibernate.hql.internal.ast.util;util;0.612613;0.332095;0.332095;715;715;68;68;1438;2395;2395;23;1438;36;23;131;611;103;20;32
1318;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id.cte;cte;0.23809499999999997;0.202586;0.202586;94;94;5;5;370;532;532;3;370;11;3;21;111;16;5;0
1319;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id.global;global;0.14285699999999998;0.168182;0.168182;37;37;1;1;183;258;258;3;183;8;3;17;46;10;6;9
1320;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id.inline;inline;0.333333;0.250254;0.250254;246;246;17;17;737;1144;1144;6;737;12;6;52;201;35;16;0
1321;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id.local;local;0.28571399999999997;0.127027;0.127027;47;47;4;4;323;428;428;4;323;16;4;27;80;15;9;17
1322;org.hibernate/hibernate-entitymanager;org.hibernate.hql.spi.id.persistent;persistent;0.307692;0.208995;0.208995;79;79;4;4;299;449;449;1;299;15;1;28;66;11;6;2
1323;org.hibernate/hibernate-entitymanager;org.hibernate.jpa.event.spi.jpa;jpa;0.5;0.5;0.5;12;12;2;2;12;28;28;0;12;0;0;2;1;2;0;20
1324;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.build.internal;internal;0.31666700000000003;0.275457;0.256481;422;1019;19;61;1110;1741;4564;12;2954;104;89;301;740;229;10;0
1325;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.build.spi;spi;0.8235290000000001;0.482091;0.482091;498;498;42;42;535;1166;1166;4;535;7;4;59;148;37;5;31
1326;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.internal;internal;0.608696;0.220978;0.220978;592;592;28;28;2087;3015;3015;50;2087;47;50;167;631;53;20;2
1327;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.process;process;0.0;0.9;0.294597;9;578;0;38;1;12;2274;0;1384;46;40;119;400;98;0;0
1328;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.query;query;0.0;0.9;0.482857;9;169;0;20;1;12;405;0;181;14;9;24;68;21;0;0
1329;org.hibernate/hibernate-entitymanager;org.hibernate.loader.plan.exec.spi;spi;0.764706;0.79375;0.79375;127;127;13;13;33;185;185;8;33;0;8;12;0;12;0;18
1330;org.hibernate/hibernate-entitymanager;org.hibernate.metamodel.model.convert.internal;internal;0.137931;0.193676;0.193676;49;49;4;4;204;309;309;8;204;9;8;26;64;25;4;0
1331;org.hibernate/hibernate-entitymanager;org.hibernate.metamodel.model.convert.spi;spi;0.357143;0.626667;0.626667;47;47;5;5;28;90;90;6;28;0;6;11;0;11;0;0
1332;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal.compile;compile;0.151079;0.14482799999999998;0.14482799999999998;168;168;21;21;992;1341;1341;42;992;9;42;147;366;143;6;61
1333;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal.expression;expression;0.18232;0.226054;0.247777;354;613;33;60;1212;1837;2899;46;1861;87;59;258;434;218;32;0
1334;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal.path;path;0.0853081;0.11520899999999999;0.11520899999999999;253;253;18;18;1943;2571;2571;70;1943;43;70;257;538;191;25;8
1335;org.hibernate/hibernate-entitymanager;org.hibernate.query.criteria.internal.predicate;predicate;0.274809;0.258493;0.258493;350;350;36;36;1004;1567;1567;31;1004;37;31;133;249;123;23;3
1336;org.hibernate/hibernate-entitymanager;org.hibernate.resource.beans.container.internal;internal;0.4;0.145336;0.145336;134;134;10;10;788;1090;1090;15;788;52;15;68;227;41;19;0
1337;org.hibernate/hibernate-entitymanager;org.hibernate.resource.beans.container.spi;spi;0.428571;0.331034;0.331034;96;96;12;12;194;337;337;9;194;4;9;26;37;19;2;0
1338;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jdbc;jdbc;0.0;0.95;0.22930999999999999;19;133;0;11;1;22;678;0;447;19;11;45;145;36;0;0
1339;org.hibernate/hibernate-entitymanager;org.hibernate.resource.transaction.backend.jta;jta;0.0;0.0;0.268239;0;364;0;32;0;0;1591;0;993;37;14;104;339;90;0;0
1340;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.extract.internal;internal;0.137931;0.104101;0.104101;165;165;12;12;1420;1820;1820;44;1420;50;44;97;481;78;15;4
1341;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.extract.spi;spi;0.746667;0.732517;0.732517;419;419;56;56;153;658;658;46;153;2;46;61;6;61;2;23
1342;org.hibernate/hibernate-entitymanager;org.hibernate.tool.schema.internal.exec;exec;0.31395300000000004;0.257874;0.257874;262;262;27;27;754;1195;1195;12;754;41;12;83;190;70;17;19
